meddra_pt,prior
Bilirubin conjugated increased,0.23978
Lung cancer metastatic,0.23978
Deafness permanent,0.23978
Accidental overdose,0.23978
Upper airway obstruction,0.23978
Upper respiratory tract congestion,0.23978
Neoplasm prostate,0.23978
Aspergillus infection,0.23978
Renal function test abnormal,0.23978
Wound complication,0.23978
Polymenorrhoea,0.23978
Muscle haemorrhage,0.23978
Genital haemorrhage,0.23978
Obsessive thoughts,0.23978
Conjunctival irritation,0.23978
Skin bacterial infection,0.23978
Cardiopulmonary failure,0.23978
Aura,0.23978
Diabetic neuropathy,0.23978
Postoperative wound infection,0.23978
Brain cancer metastatic,0.23978
Metastases to central nervous system,0.23978
Gastrointestinal motility disorder,0.23978
Pneumonia bacterial,0.23978
Colour blindness acquired,0.23978
Portal vein thrombosis,0.23978
Electrocardiogram ST segment abnormal,0.23978
Vascular insufficiency,0.23978
Cholecystitis acute,0.23978
Mucosal dryness,0.23978
Painful respiration,0.23978
Eating disorder,0.23978
Cervix carcinoma,0.23978
Pulse pressure decreased,0.23978
Ear congestion,0.23978
Uterine contractions during pregnancy,0.23978
Stereotypy,0.23978
Immunoglobulins increased,0.23978
Pancreatic disorder,0.23978
Viraemia,0.23978
Vocal cord paralysis,0.23978
Acute tonsillitis,0.23978
Ear haemorrhage,0.23978
Respiratory tract infection viral,0.23978
Genital disorder female,0.23978
Breast atrophy,0.23978
Dysgraphia,0.23978
Drug tolerance decreased,0.23978
Cor pulmonale,0.23978
Molluscum contagiosum,0.23978
Calculus bladder,0.23978
Sudden hearing loss,0.23978
Eosinophilic myocarditis,0.23978
Aortic aneurysm,0.23978
Red blood cell count increased,0.23978
Granulocytosis,0.23978
Vein discolouration,0.23978
Blood chloride decreased,0.23978
Bone cancer metastatic,0.23978
Tooth fracture,0.23978
Uterine atony,0.23978
Uterine hypotonus,0.23978
Keratoacanthoma,0.23978
Vascular occlusion,0.23978
Infusion site induration,0.23978
Infusion site pruritus,0.23978
Squamous cell carcinoma of skin,0.23978
Photodermatosis,0.215381
Penile oedema,0.215381
Joint hyperextension,0.215381
Device malfunction,0.215381
Back injury,0.215381
Concussion,0.215381
Toxic shock syndrome,0.215381
Pneumatosis intestinalis,0.215381
Haemorrhagic anaemia,0.215381
Nephrosclerosis,0.215381
Amyloidosis,0.215381
Culture negative,0.215381
Hand and foot syndrome secondary to sickle cell anaemia,0.215381
Extensor plantar response,0.215381
Skin induration,0.215381
Injection site discolouration,0.215381
Catheter site erythema,0.215381
Lipomatosis,0.215381
Urine calcium increased,0.215381
Bladder neck obstruction,0.215381
Anaemia postoperative,0.215381
Haemoglobinaemia,0.215381
Acute phase reaction,0.215381
Erosive oesophagitis,0.215381
Intervertebral disc disorder,0.215381
Clumsiness,0.215381
Acute respiratory failure,0.215381
Blindness unilateral,0.215381
Hypoparathyroidism,0.215381
Cerebellar ataxia,0.215381
Polycythaemia vera,0.215381
Oestrogenic effect,0.215381
Reye's syndrome,0.215381
Systolic hypertension,0.215381
Antinuclear antibody increased,0.215381
Muscle swelling,0.215381
Sarcoma,0.215381
Small bowel angioedema,0.215381
Skin sensitisation,0.215381
Retinopathy of prematurity,0.215381
Breast abscess,0.215381
Yellow skin,0.215381
Abdominal rigidity,0.215381
Respiratory tract haemorrhage,0.215381
Developmental glaucoma,0.215381
Skin warm,0.215381
Allergic granulomatous angiitis,0.215381
Infusion site inflammation,0.215381
Atrioventricular dissociation,0.215381
Application site inflammation,0.215381
Application site papules,0.215381
Oligohydramnios,0.215381
Enzyme induction,0.215381
Porphyria acute,0.215381
Jaundice hepatocellular,0.215381
Meningitis chemical,0.215381
Aortic valve incompetence,0.215381
Bacteriuria,0.215381
Alveolar osteitis,0.215381
Erysipelas,0.215381
Blood culture positive,0.215381
Gingival infection,0.215381
Haemorrhage subcutaneous,0.215381
Kidney infection,0.215381
Renal neoplasm,0.215381
Retinal toxicity,0.215381
Drug level decreased,0.215381
Head discomfort,0.215381
Intervertebral disc protrusion,0.215381
Genital infection,0.215381
Abnormal labour,0.215381
Application site atrophy,0.215381
Diaphragmatic hernia,0.215381
Tracheo-oesophageal fistula,0.215381
Hepatic adenoma,0.215381
Ovarian enlargement,0.215381
Congenital central nervous system anomaly,0.215381
Adnexal torsion,0.215381
Arteriovenous fistula,0.215381
Anticholinergic syndrome,0.215381
Alcohol poisoning,0.215381
Infectious mononucleosis,0.215381
Delusional perception,0.215381
Withdrawal hypertension,0.215381
Ulcer haemorrhage,0.215381
Blood creatine increased,0.215381
Puncture site haemorrhage,0.215381
Cataplexy,0.215381
Lactase deficiency,0.215381
Lactose intolerance,0.215381
Myotonia,0.215381
Renal graft loss,0.215381
Anoxia,0.215381
Eschar,0.215381
Retinal tear,0.215381
Vitreous opacities,0.215381
Eye allergy,0.215381
Transient global amnesia,0.215381
Portal hypertension,0.215381
Mesenteric vascular insufficiency,0.215381
Neonatal disorder,0.215381
Hypervigilance,0.215381
Choroidal detachment,0.215381
Semen analysis abnormal,0.215381
Adjustment disorder,0.215381
Trigeminal neuralgia,0.215381
Skin reaction,0.215381
Radial nerve palsy,0.215381
Epstein-Barr virus infection,0.215381
Congenital skin disorder,0.215381
Device expulsion,0.215381
Demyelination,0.215381
Carcinogenicity,0.215381
Labile blood pressure,0.215381
Albumin urine present,0.215381
Capillary fragility increased,0.215381
Lower gastrointestinal haemorrhage,0.215381
Spine malformation,0.215381
Catheter site infection,0.215381
Barrett's oesophagus,0.215381
Cheyne-Stokes respiration,0.215381
Post herpetic neuralgia,0.215381
Urethral stenosis,0.215381
Bezoar,0.215381
Mucosal pigmentation,0.215381
Strabismus,0.215381
Spleen disorder,0.215381
Grimacing,0.215381
Quadriplegia,0.215381
Colon cancer,0.215381
Hepatic enzyme abnormal,0.215381
Chronic hepatitis,0.215381
Auricular swelling,0.215381
Action tremor,0.215381
B-cell lymphoma,0.215381
Oestrogen deficiency,0.215381
Rectal polyp,0.215381
Spinal fracture,0.215381
Metastases to spine,0.215381
Red man syndrome,0.215381
Dyspnoea paroxysmal nocturnal,0.215381
Ectropion,0.215381
Burkitt's lymphoma,0.215381
Partial seizures,0.215381
Benign neoplasm,0.215381
Therapeutic response decreased,0.215381
Pituitary-dependent Cushing's syndrome,0.215381
General symptom,0.215381
Orthostatic hypertension,0.215381
Autoimmune hepatitis,0.215381
Oral infection,0.215381
International normalised ratio abnormal,0.215381
Oral fungal infection,0.215381
Infusion site extravasation,0.215381
Bladder neoplasm,0.215381
Multiple congenital abnormalities,0.215381
Dementia Alzheimer's type,0.215381
Heat exhaustion,0.215381
Rheumatic disorder,0.215381
Oral pruritus,0.215381
Incision site complication,0.215381
Chronic hepatitis B,0.215381
Genital ulceration,0.215381
Dysentery,0.215381
Tendon pain,0.215381
Metastatic pain,0.215381
Infusion site rash,0.215381
Chronic lymphocytic leukaemia,0.215381
Glomerulonephritis membranous,0.215381
Vitamin K deficiency,0.215381
Bronchiolitis,0.215381
Fasciitis,0.215381
Parasomnia,0.215381
Carotid artery occlusion,0.215381
Peripheral arterial occlusive disease,0.215381
Parkinsonian gait,0.215381
Congenital arterial malformation,0.215381
Bone neoplasm,0.215381
Tongue spasm,0.215381
Penile haemorrhage,0.215381
Fat tissue increased,0.215381
Gastrointestinal ulcer perforation,0.215381
Eczema herpeticum,0.215381
Graft dysfunction,0.215381
Cardiac hypertrophy,0.215381
Uterine polyp,0.215381
Hyposmia,0.215381
Growth accelerated,0.215381
Breast induration,0.215381
Nipple disorder,0.215381
Erythropoiesis abnormal,0.215381
Traumatic haemorrhage,0.215381
Poor peripheral circulation,0.215381
Pulmonary mass,0.215381
Genitourinary tract neoplasm,0.215381
Infusion site swelling,0.215381
Blood bicarbonate increased,0.215381
Intestinal haemorrhage,0.215381
Chalazion,0.215381
Tinea infection,0.215381
Diastolic hypertension,0.215381
Electrocardiogram T wave amplitude decreased,0.215381
Periorbital haematoma,0.215381
Genital herpes,0.215381
Meibomianitis,0.215381
Subcutaneous haematoma,0.215381
Eyelash discolouration,0.215381
Thrombosis in device,0.215381
Arthritis bacterial,0.215381
Clostridial infection,0.215381
Sensitivity of teeth,0.215381
Vessel puncture site haematoma,0.215381
Anaphylactoid syndrome of pregnancy,0.185519
Uterine hypertonus,0.185519
Death neonatal,0.185519
Hypersplenism,0.185519
Phimosis,0.185519
Spermatocele,0.185519
Tachyphylaxis,0.185519
Painful erection,0.185519
Penile pain,0.185519
Drug effect decreased,0.185519
Nasal obstruction,0.185519
Aspiration,0.185519
Epicondylitis,0.185519
Perseveration,0.185519
Circumoral oedema,0.185519
Genital rash,0.185519
Mouth injury,0.185519
Painful ejaculation,0.185519
Wrist fracture,0.185519
Lower limb fracture,0.185519
Cervical polyp,0.185519
Meningioma,0.185519
Uterine enlargement,0.185519
Uterine cancer,0.185519
Reproductive tract disorder,0.185519
Vaginal ulceration,0.185519
Uterine pain,0.185519
Forced expiratory volume decreased,0.185519
Immunology test,0.185519
Diffuse large B-cell lymphoma,0.185519
Injection site fibrosis,0.185519
Marrow hyperplasia,0.185519
Cinchonism,0.185519
Sudden visual loss,0.185519
Streptococcal infection,0.185519
Viral skin infection,0.185519
Cholangitis sclerosing,0.185519
Oral neoplasm,0.185519
Toxoplasmosis,0.185519
Scrotal erythema,0.185519
Bladder stenosis,0.185519
Premature menopause,0.185519
Multiple sclerosis relapse,0.185519
Pyoderma gangrenosum,0.185519
Abscess limb,0.185519
Neuropathic arthropathy,0.185519
Epidural lipomatosis,0.185519
Meningitis cryptococcal,0.185519
Renal abscess,0.185519
Epidermolysis,0.185519
Tachycardia foetal,0.185519
Vascular resistance systemic,0.185519
Intussusception,0.185519
Fear,0.185519
Contrast media reaction,0.185519
Haemodynamic instability,0.185519
Trigger finger,0.185519
Eyelid retraction,0.185519
Cervix carcinoma stage 0,0.185519
Hepatosplenic T-cell lymphoma,0.185519
Keratosis pilaris,0.185519
Nocturnal dyspnoea,0.185519
Pyloric stenosis,0.185519
Nasal septum ulceration,0.185519
Periostitis,0.185519
Hypertransaminasaemia,0.185519
Pericarditis constrictive,0.185519
Anterior spinal artery syndrome,0.185519
Rectal discharge,0.185519
Injury associated with device,0.185519
Procedural hypotension,0.185519
Procedural hypertension,0.185519
Organ failure,0.185519
Failure to thrive,0.185519
Brain hypoxia,0.185519
Macule,0.185519
Application site haematoma,0.185519
Application site swelling,0.185519
Adams-Stokes syndrome,0.185519
Neurodermatitis,0.185519
High density lipoprotein increased,0.185519
Meningitis bacterial,0.185519
Acute prerenal failure,0.185519
Foot fracture,0.185519
Tongue geographic,0.185519
Salivary gland pain,0.185519
Bladder discomfort,0.185519
Puberty,0.185519
Oral mucosal exfoliation,0.185519
Alkalosis hypochloraemic,0.185519
Bradyarrhythmia,0.185519
Polymyositis,0.185519
Fixed eruption,0.185519
Medication residue present,0.185519
Retinal pigmentation,0.185519
Lhermitte's sign,0.185519
Eye injury,0.185519
Femoral neck fracture,0.185519
Neck injury,0.185519
Rib fracture,0.185519
Facial spasm,0.185519
Ligament injury,0.185519
Traumatic haematoma,0.185519
Post-traumatic pain,0.185519
Corneal pigmentation,0.185519
Cleft lip,0.185519
Pituitary tumour,0.185519
Renal aplasia,0.185519
Cryptorchism,0.185519
Gastrointestinal malformation,0.185519
Polydactyly,0.185519
Amaurosis,0.185519
Stomach dilation procedure,0.185519
Gastric dilatation,0.185519
Colonic pseudo-obstruction,0.185519
Sleep terror,0.185519
Otitis media acute,0.185519
Factor VIII deficiency,0.185519
Phenylketonuria,0.185519
Iris adhesions,0.185519
Myeloproliferative disorder,0.185519
Enanthema,0.185519
Erythrodermic psoriasis,0.185519
Polyomavirus-associated nephropathy,0.185519
Intra-abdominal haemorrhage,0.185519
Pancreatic enzymes increased,0.185519
Ocular hypertension,0.185519
Hypotony of eye,0.185519
Device dislocation,0.185519
Tic,0.185519
Urine phosphorus increased,0.185519
Cervicobrachial syndrome,0.185519
Retinal depigmentation,0.185519
Application site discomfort,0.185519
Prostatism,0.185519
Defect conduction intraventricular,0.185519
Liver function test normal,0.185519
Dacryostenosis acquired,0.185519
QRS axis abnormal,0.185519
Anaemia vitamin B12 deficiency,0.185519
Bronchial obstruction,0.185519
Eyelid pain,0.185519
Breast cyst,0.185519
Sleep paralysis,0.185519
Joint range of motion decreased,0.185519
Carbon dioxide decreased,0.185519
Eustachian tube disorder,0.185519
Tooth loss,0.185519
Application site ulcer,0.185519
Tongue blistering,0.185519
Application site eczema,0.185519
Nasal mucosal disorder,0.185519
Therapy naive,0.185519
Breast cancer male,0.185519
Hyphaema,0.185519
Chondrodystrophy,0.185519
Cough decreased,0.185519
Urogenital haemorrhage,0.185519
Pulmonary infarction,0.185519
Sulphaemoglobinaemia,0.185519
Obsessive-compulsive personality disorder,0.185519
Albumin globulin ratio abnormal,0.185519
Mycosis fungoides,0.185519
Pulmonary thrombosis,0.185519
Penile swelling,0.185519
Fat necrosis,0.185519
Cerebrovascular insufficiency,0.185519
Gastrointestinal hypomotility,0.185519
Blood osmolarity increased,0.185519
Device occlusion,0.185519
Breakthrough pain,0.185519
Aphagia,0.185519
Glomerular filtration rate decreased,0.185519
Myocardial depression,0.185519
Aminoaciduria,0.185519
Blood oestrogen decreased,0.185519
Bladder irritation,0.185519
Haemophilia,0.185519
Ankylosing spondylitis,0.185519
VIth nerve paralysis,0.185519
Thyrotoxic crisis,0.185519
Renal infarct,0.185519
Vascular pseudoaneurysm,0.185519
Vitamin B6 deficiency,0.185519
Implant site reaction,0.185519
Pyogenic granuloma,0.185519
Oscillopsia,0.185519
Metaplasia,0.185519
Blood gastrin increased,0.185519
Feminisation acquired,0.185519
Anal fistula,0.185519
Injection site warmth,0.185519
Pupillary disorder,0.185519
Blood albumin increased,0.185519
Abortion missed,0.185519
Injection site atrophy,0.185519
Sickle cell anaemia with crisis,0.185519
Vaginal cyst,0.185519
Ear malformation,0.185519
Adrenal disorder,0.185519
Muscle necrosis,0.185519
Peptic ulcer perforation,0.185519
Pleuropericarditis,0.185519
Urinary tract obstruction,0.185519
Myelofibrosis,0.185519
Myeloid metaplasia,0.185519
Gingival swelling,0.185519
Athetosis,0.185519
Breast cancer stage IV,0.185519
Lymphocyte count abnormal,0.185519
Vasculitic rash,0.185519
Respiratory moniliasis,0.185519
Lymphocele,0.185519
Postoperative wound complication,0.185519
Intracranial aneurysm,0.185519
Epiphyses premature fusion,0.185519
Papilloma,0.185519
Device breakage,0.185519
Sexually transmitted disease,0.185519
Muscle enzyme increased,0.185519
Mucosal discolouration,0.185519
Dysaesthesia pharynx,0.185519
Metabolic encephalopathy,0.185519
Ventricular failure,0.185519
Periodontal disease,0.185519
Bulimia nervosa,0.185519
Uterine neoplasm,0.185519
Premature baby,0.185519
Premature delivery,0.185519
Cytomegalovirus chorioretinitis,0.185519
Thyroid adenoma,0.185519
Pulmonary arterial hypertension,0.185519
Underweight,0.185519
Volume blood increased,0.185519
Application site haemorrhage,0.185519
Atrial septal defect,0.185519
Nail infection,0.185519
Prostatic adenoma,0.185519
Sleep phase rhythm disturbance,0.185519
Eye penetration,0.185519
Lipids abnormal,0.185519
Airway complication of anaesthesia,0.185519
Congenital cystic kidney disease,0.185519
Incisional hernia,0.185519
Hepatic artery thrombosis,0.185519
Mitochondrial toxicity,0.185519
Long QT syndrome,0.185519
Oropharyngeal spasm,0.185519
Injection site cellulitis,0.185519
Bladder disorder,0.185519
Oesophageal carcinoma,0.185519
Migraine without aura,0.185519
Dental discomfort,0.185519
Cerebral vasoconstriction,0.185519
Retinal vascular occlusion,0.185519
Visual brightness,0.185519
Blood parathyroid hormone increased,0.185519
Scleral haemorrhage,0.185519
Fanconi syndrome acquired,0.185519
Nasal inflammation,0.185519
Pancreatic pseudocyst,0.185519
Haemoglobin abnormal,0.185519
Gastrooesophagitis,0.185519
Mobility decreased,0.185519
Herpes dermatitis,0.185519
Anogenital warts,0.185519
Tinea versicolour,0.185519
Eczema eyelids,0.185519
Prostatic dysplasia,0.185519
Free prostate-specific antigen increased,0.185519
Vaginal odour,0.185519
Altered visual depth perception,0.185519
Calculus ureteric,0.185519
Blood potassium abnormal,0.185519
Blood glucose abnormal,0.185519
Hypervitaminosis A,0.185519
Retinoic acid syndrome,0.185519
Blood pressure diastolic increased,0.185519
Supernumerary nipple,0.185519
Fraction of inspired oxygen,0.185519
Jaundice neonatal,0.185519
Injection site nodule,0.185519
Graft complication,0.185519
Vessel puncture site bruise,0.185519
Hyperparathyroidism secondary,0.185519
Neuromuscular block prolonged,0.185519
Loeffler's syndrome,0.185519
Pseudomonas infection,0.185519
Application site discharge,0.185519
Osteochondrosis,0.185519
Waist circumference increased,0.185519
Burning mouth syndrome,0.185519
Trisomy 18,0.185519
Injection site hypertrophy,0.185519
Atypical pneumonia,0.185519
Blood chloride increased,0.185519
Clostridium colitis,0.185519
Growth of eyelashes,0.185519
Heparin-induced thrombocytopenia,0.185519
Bronchiectasis,0.185519
Splenic rupture,0.185519
Panniculitis,0.185519
Incision site haemorrhage,0.185519
Infusion site thrombosis,0.185519
Spondyloarthropathy,0.185519
Microalbuminuria,0.185519
Iron overload,0.185519
Diastolic dysfunction,0.185519
Adrenal haemorrhage,0.185519
Genital infection fungal,0.185519
Neuroglycopenia,0.185519
Glioma,0.147021
Foetal heart rate,0.147021
Postpartum haemorrhage,0.147021
Vaginismus,0.147021
Premature rupture of membranes,0.147021
Foetal acidosis,0.147021
Pneumopericardium,0.147021
Sickle cell anaemia,0.147021
Application site anaesthesia,0.147021
Typhoid fever,0.147021
Female sexual arousal disorder,0.147021
Pelvic infection,0.147021
Facial bones fracture,0.147021
Feeling of despair,0.147021
Prostate infection,0.147021
Dyslexia,0.147021
Conjunctivitis infective,0.147021
Breast calcifications,0.147021
Gastritis viral,0.147021
Social avoidant behaviour,0.147021
Breast oedema,0.147021
Cervical discharge,0.147021
Family stress,0.147021
Sputum discoloured,0.147021
Ephelides,0.147021
Solar lentigo,0.147021
Liver abscess,0.147021
Anal inflammation,0.147021
Meningioma benign,0.147021
Cholestatic liver injury,0.147021
Injection site granuloma,0.147021
Skeletal injury,0.147021
Hand dermatitis,0.147021
Acute phosphate nephropathy,0.147021
Mucosal haemorrhage,0.147021
Metabolic syndrome,0.147021
Vascular resistance pulmonary increased,0.147021
Sideroblastic anaemia,0.147021
Plasmodium falciparum infection,0.147021
Epidermolysis bullosa,0.147021
Chronic sinusitis,0.147021
Urticaria chronic,0.147021
Urethral obstruction,0.147021
Phlebosclerosis,0.147021
Gastritis erosive,0.147021
Hypolipidaemia,0.147021
Dupuytren's contracture,0.147021
Refractory anaemia with an excess of blasts,0.147021
Systemic inflammatory response syndrome,0.147021
Pneumonia klebsiella,0.147021
Klebsiella sepsis,0.147021
Streptobacillary fever,0.147021
Septic arthritis streptobacillus,0.147021
Hyposthenuria,0.147021
Kounis syndrome,0.147021
Reticulocytopenia,0.147021
Pre-eclampsia,0.147021
Oedema due to cardiac disease,0.147021
Blast cell crisis,0.147021
Vasculitis gastrointestinal,0.147021
Gastroduodenitis,0.147021
Feeling of relaxation,0.147021
Hypoxic-ischaemic encephalopathy,0.147021
Hepatitis alcoholic,0.147021
Polyserositis,0.147021
Corneal degeneration,0.147021
Demyelinating polyneuropathy,0.147021
Pulseless electrical activity,0.147021
Mucocutaneous candidiasis,0.147021
Lipid metabolism disorder,0.147021
Genetic polymorphism,0.147021
Pertussis,0.147021
Hoigne's syndrome,0.147021
Low birth weight baby,0.147021
Respiratory tract oedema,0.147021
Cerebrospinal fluid leakage,0.147021
Neoplasm recurrence,0.147021
Ear pruritus,0.147021
Peripheral nerve injury,0.147021
Extradural abscess,0.147021
Incision site oedema,0.147021
Post procedural swelling,0.147021
Haemorrhage in pregnancy,0.147021
Claustrophobia,0.147021
Decreased interest,0.147021
Delayed puberty,0.147021
Melanoderma,0.147021
Restrictive cardiomyopathy,0.147021
Acute graft versus host disease,0.147021
Chronic graft versus host disease,0.147021
Cytomegalovirus viraemia,0.147021
Drug effect prolonged,0.147021
Burns second degree,0.147021
Application site hyperaesthesia,0.147021
Blood pressure normal,0.147021
Ciliary muscle spasm,0.147021
Bone metabolism disorder,0.147021
Hypogammaglobulinaemia,0.147021
Blood osmolarity decreased,0.147021
Brain abscess,0.147021
Cerebral haematoma,0.147021
Idiopathic pneumonia syndrome,0.147021
Hepatic congestion,0.147021
Ischaemic cardiomyopathy,0.147021
Foetal damage,0.147021
Arteriosclerosis coronary artery,0.147021
Glomerulonephritis minimal lesion,0.147021
Helicobacter infection,0.147021
Soft tissue infection,0.147021
Periodontal destruction,0.147021
Hyperproteinaemia,0.147021
Renal vasculitis,0.147021
International normalised ratio decreased,0.147021
Prothrombin level abnormal,0.147021
Breast cancer female,0.147021
Animal bite,0.147021
Carbuncle,0.147021
Gilbert's syndrome,0.147021
Scoliosis,0.147021
Tooth erosion,0.147021
Pregnancy test positive,0.147021
Tooth injury,0.147021
Bronchitis viral,0.147021
Electrocardiogram PR shortened,0.147021
Bladder dilatation,0.147021
Sacroiliitis,0.147021
Allergic sinusitis,0.147021
Arthropod sting,0.147021
Vulvovaginitis trichomonal,0.147021
Vulvovaginal erythema,0.147021
Vulvovaginal swelling,0.147021
Asteatosis,0.147021
Central obesity,0.147021
Astrocytoma,0.147021
Dwarfism,0.147021
Skull malformation,0.147021
Glioblastoma multiforme,0.147021
Umbilical hernia,0.147021
Adnexa uteri pain,0.147021
Leukaemoid reaction,0.147021
Psychosomatic disease,0.147021
Vasomotor rhinitis,0.147021
Gastric ulcer perforation,0.147021
Acquired haemophilia,0.147021
Bone marrow disorder,0.147021
Choroiditis,0.147021
Incoherent,0.147021
Pulmonary veno-occlusive disease,0.147021
Granulomatosis with polyangiitis,0.147021
Cystitis interstitial,0.147021
Bladder fibrosis,0.147021
Myocardial haemorrhage,0.147021
Synovial cyst,0.147021
Spermatozoa abnormal,0.147021
Tonic clonic movements,0.147021
Chondropathy,0.147021
Zygomycosis,0.147021
Toxic encephalopathy,0.147021
Anterior chamber cell,0.147021
Emotional poverty,0.147021
Suppressed lactation,0.147021
Reproductive toxicity,0.147021
Supraventricular tachyarrhythmia,0.147021
Electrocardiogram ST-T change,0.147021
Cerebral atrophy,0.147021
Nail toxicity,0.147021
Gingival recession,0.147021
Lip blister,0.147021
Hypocapnia,0.147021
Pulse absent,0.147021
Penile discharge,0.147021
Haematotoxicity,0.147021
Encephalocele,0.147021
Sudden infant death syndrome,0.147021
Congenital genital malformation,0.147021
Mononeuritis,0.147021
Biliary tract disorder,0.147021
Large intestinal haemorrhage,0.147021
Oral mucosal discolouration,0.147021
Intentional drug misuse,0.147021
Biliary fibrosis,0.147021
Autoimmune thrombocytopenia,0.147021
Capillary fragility,0.147021
Ear canal erythema,0.147021
Corneal irritation,0.147021
Eczema infected,0.147021
Agoraphobia,0.147021
Obsessive rumination,0.147021
Judgement impaired,0.147021
Hypercoagulation,0.147021
Orthostatic intolerance,0.147021
Chorioretinitis,0.147021
Blood urea abnormal,0.147021
Lip haemorrhage,0.147021
Blood glucose fluctuation,0.147021
Traumatic lung injury,0.147021
Hernia congenital,0.147021
Benign gastrointestinal neoplasm,0.147021
Tongue dry,0.147021
Moaning,0.147021
Hypertensive nephropathy,0.147021
Dyshidrotic eczema,0.147021
Paradoxical pressor response,0.147021
Rebound effect,0.147021
Bedridden,0.147021
Tumour invasion,0.147021
Lividity,0.147021
Radiation skin injury,0.147021
Periventricular leukomalacia,0.147021
Toxic neuropathy,0.147021
Repetitive speech,0.147021
Vessel puncture site haemorrhage,0.147021
Endotracheal intubation complication,0.147021
Echolalia,0.147021
Acute promyelocytic leukaemia,0.147021
Rickets,0.147021
Cerebral arteriosclerosis,0.147021
Blood bilirubin unconjugated increased,0.147021
Pulmonary vasculitis,0.147021
Gastric perforation,0.147021
Ventricular hypokinesia,0.147021
Dysacusis,0.147021
Lung neoplasm,0.147021
Pneumocystis jirovecii infection,0.147021
Sudden unexplained death in epilepsy,0.147021
Laryngeal neoplasm,0.147021
Crystal urine present,0.147021
Mucous stools,0.147021
Carotid bruit,0.147021
Pleural rub,0.147021
Spinal osteoarthritis,0.147021
Prostatic pain,0.147021
Pelvic fibrosis,0.147021
Catheter site phlebitis,0.147021
Diabetic complication,0.147021
Refractory cytopenia with unilineage dysplasia,0.147021
Menarche,0.147021
PCO2,0.147021
Chemical injury,0.147021
Cerebral venous thrombosis,0.147021
Sexually active,0.147021
Vulval abscess,0.147021
Blighted ovum,0.147021
Progesterone,0.147021
Benign hydatidiform mole,0.147021
Vaginal mucosal blistering,0.147021
Joint crepitation,0.147021
Antidiuretic hormone abnormality,0.147021
Blood antidiuretic hormone abnormal,0.147021
Diverticulum intestinal,0.147021
Haemorrhagic urticaria,0.147021
Histoplasmosis,0.147021
Soft tissue necrosis,0.147021
Sympathomimetic effect,0.147021
Injection site exfoliation,0.147021
Latent tuberculosis,0.147021
Tetanus,0.147021
Blood uric acid decreased,0.147021
Foot and mouth disease,0.147021
Platelet count abnormal,0.147021
Prolonged labour,0.147021
Genital swelling,0.147021
Subacute endocarditis,0.147021
Atypical mycobacterial infection,0.147021
Immunoglobulins decreased,0.147021
Venous pressure increased,0.147021
Cytomegalovirus colitis,0.147021
BK virus infection,0.147021
Alcohol withdrawal syndrome,0.147021
Phonophobia,0.147021
Vitamin B complex deficiency,0.147021
Thrombosis mesenteric vessel,0.147021
Streptococcal sepsis,0.147021
Instillation site irritation,0.147021
Humerus fracture,0.147021
Peritonsillar abscess,0.147021
Residual urine volume,0.147021
Cryptosporidiosis infection,0.147021
Scintillating scotoma,0.147021
Pancreatic carcinoma,0.147021
Nail discomfort,0.147021
Vocal cord paresis,0.147021
Nail bed tenderness,0.147021
Focal segmental glomerulosclerosis,0.147021
Drug administration error,0.147021
Eclampsia,0.147021
Genital disorder male,0.147021
Sweat gland disorder,0.147021
Anisocytosis,0.147021
Adrenergic syndrome,0.147021
Diabetes mellitus inadequate control,0.147021
Elastosis perforans,0.147021
Encephalitis viral,0.147021
Pancreatitis chronic,0.147021
Glycosylated haemoglobin decreased,0.147021
Coombs direct test positive,0.147021
Abdominal neoplasm,0.147021
Congenital foot malformation,0.147021
Gastrointestinal neoplasm,0.147021
Narcolepsy,0.147021
Neuroma,0.147021
Cholecystitis chronic,0.147021
Amaurosis fugax,0.147021
Monarthritis,0.147021
Sleep attacks,0.147021
Colorectal cancer,0.147021
Compulsive shopping,0.147021
Ischaemic neuropathy,0.147021
Blood pH decreased,0.147021
Pseudocholinesterase deficiency,0.147021
Post lumbar puncture syndrome,0.147021
Hypoglycaemic seizure,0.147021
Hypoperfusion,0.147021
Vascular stenosis,0.147021
Alveolar proteinosis,0.147021
Post transplant lymphoproliferative disorder,0.147021
Vogt-Koyanagi-Harada syndrome,0.147021
Mononeuropathy,0.147021
Mesenteric occlusion,0.147021
Albinism,0.147021
Oesophageal motility disorder,0.147021
Pancreatic neoplasm,0.147021
Posture abnormal,0.147021
Laryngotracheal oedema,0.147021
Risus sardonicus,0.147021
Emprosthotonus,0.147021
Pleurothotonus,0.147021
Glabellar reflex abnormal,0.147021
Postural orthostatic tachycardia syndrome,0.147021
Oculorespiratory syndrome,0.147021
Acarodermatitis,0.147021
Head titubation,0.147021
Traumatic arthropathy,0.147021
Duodenal perforation,0.147021
Poliomyelitis,0.147021
Therapeutic response increased,0.147021
Gastrointestinal stromal tumour,0.147021
Rotator cuff syndrome,0.147021
Brain neoplasm benign,0.147021
Fluorosis,0.147021
Iris disorder,0.147021
Scleral discolouration,0.147021
Soft tissue disorder,0.147021
Cyanopsia,0.147021
Renal cancer,0.147021
Tumour haemorrhage,0.147021
Abasia,0.147021
Cerebellar infarction,0.147021
Bullous impetigo,0.147021
Urge incontinence,0.147021
Netherton's syndrome,0.147021
Bile duct stenosis,0.147021
