hpo_id	hpo_strings	pt_code	pt_name	method	n_candidates	candidate_pt_codes	candidate_pt_names
HP:0002013	Vomiting|Emesis|Throwing up	Vomiting	Vomiting	override	1	Vomiting	Vomiting
HP:0002018	Nausea	Nausea	Nausea	override	1	Nausea	Nausea
HP:0002033	Poor suck|Poor sucking|Sucking weakness			no_match	0		
HP:0002079	Hypoplasia of the corpus callosum|Corpus callosum hypoplasia|Hypoplasia of corpus callosum|Hypoplastic corpus callosum|Underdevelopment of part of brain called corpus callosum			no_match	0		
HP:0002104	Apnea|Absence of spontaneous respiration|Apneic episodes|Apnoea			no_match	0		
HP:0002131	Episodic ataxia|Intermittent cerebellar ataxia|Paroxysmal ataxia			no_match	0		
HP:0002263	Exaggerated cupid's bow|Cupid bow upper lip|Cupid's bow, accentuated|Cupid-bow shaped upper lip|Prominent cupid-bow of upper lip			no_match	0		
HP:0002266	Focal clonic seizure|Focal clonic seizures|Localised clonic seizure|Localized clonic seizure|Partial clonic seizure|Segmental clonic seizure			no_match	0		
HP:0002273	Tetraparesis|Quadriparesis			no_match	0		
HP:0002344	Progressive neurologic deterioration|Neurologic deterioration|Neurologic deterioration, progressive|Progressive mental deterioration|Progressive neurodegeneration|Worsening neurological symptoms			no_match	0		
HP:0002360	Sleep disturbance|Difficulty sleeping|Sleep abnormality|Sleep disturbances|Sleep dysfunction|Sleep-wake disturbance|Trouble sleeping			no_match	0		
HP:0002361	Psychomotor deterioration|Psychomotor degeneration			no_match	0		
HP:0002372	Normal interictal EEG			no_match	0		
HP:0002483	Bulbar signs			no_match	0		
HP:0002506	Diffuse cerebral atrophy|Cerebral atrophy, diffuse			no_match	0		
HP:0002510	Spastic tetraplegia|Spastic quadriplegia			no_match	0		
HP:0002579	Gastrointestinal dysmotility|GI dysmotility			no_match	0		
HP:0002714	Downturned corners of mouth|Downturned corners of the mouth|Downturned mouth|Downturned oral commisures			no_match	0		
HP:0002835	Aspiration|Pulmonary aspiration			no_match	0		
HP:0003270	Abdominal distention|Abdominal bloating|Abdominal distension|Abdominal swelling|Belly bloating|Bloating|Distended abdomen			no_match	0		
HP:0005280	Depressed nasal bridge|Concave bridge of nose|Concave nasal bridge|Depressed bridge of nose|Depressed nasal root|Depressed nasal root/bridge|Flat bridge of nose|Flat nasal bridge|Flat nasal root|Flat, nasal bridge|Flattened nasal bridge|Low nasal bridge|Low nasal root|Retruded bridge of nose|Retruded nasal bridge			no_match	0		
HP:0007166	Paroxysmal dyskinesia|Involuntary dystonic or choreiform movements			no_match	0		
HP:0007204	Diffuse white matter abnormalities			no_match	0		
HP:0009381	Short finger|Hypoplastic digits|Hypoplastic fingers|Hypoplastic/small fingers|Stubby finger|Stubby fingers			no_match	0		
HP:0010174	Broad phalanx of the toes|Wide toe bones			no_match	0		
HP:0010532	Paroxysmal vertigo			no_match	0		
HP:0010851	EEG with burst suppression			no_match	0		
HP:0011024	Abnormality of the gastrointestinal tract|Abnormality of the GI tract|Digestive system disease|Gastrointestinal disease			no_match	0		
HP:0011121	Abnormal skin morphology|Abnormal skin structure|Abnormality of skin morphology			no_match	0		
HP:0011167	Focal tonic seizure|Focal tonic seizures|Local tonic seizures|Localised tonic seizure|Localized tonic seizure|Partial tonic seizure|Partial tonic seizures|Segmental tonic seizure			no_match	0		
HP:0011190	Uni- and bilateral multifocal epileptiform discharges			no_match	0		
HP:0011193	EEG with focal spikes			no_match	0		
HP:0011344	Severe global developmental delay|Global developmental delay, severe|Severe psychomotor retardation			no_match	0		
HP:0011499	Mydriasis|Dilated pupil			no_match	0		
HP:0012194	Episodic hemiplegia			no_match	0		
HP:0012469	Infantile spasms			no_match	0		
HP:0012554	Absent thumbnail			no_match	0		
HP:0012759	Neurodevelopmental abnormality			no_match	0		
HP:0020221	Clonic seizure			no_match	0		
HP:0025335	Delayed ability to stand			no_match	0		
HP:0025401	Staring gaze|Episodes of staring|Staring episodes|Staring eyes			no_match	0		
HP:0030915	Cerebellar edema|Edema of the cerebellum|Oedema of the cerebellum			no_match	0		
HP:0031284	Flushing			no_match	0		
HP:0031491	Continuous spike and waves during slow sleep|CSWS|Electrical status epilepticus during slow-wave sleep			no_match	0		
HP:0031546	Cardiac conduction abnormality|Abnormality of cardiac conduction|Abnormality of cardiac conduction system|Cardiac conduction abnormalities|Cardiac conduction defects|Heart conduction disorder			no_match	0		
HP:0031931	Ocular flutter			no_match	0		
HP:0032649	Skewfoot|Skew foot|Skew-foot			no_match	0		
HP:0032678	Eyelid myoclonia seizure			no_match	0		
HP:0032807	Neonatal seizure			no_match	0		
HP:0032823	Neonatal electro-clinical seizure with behavior arrest|Neonatal electro-clinical seizure with behaviour arrest|Neonatal electroclinical seizure with behavioral arrest|Neonatal electroclinical seizure with behavioural arrest			no_match	0		
HP:0032906	Focal head nodding automatism seizure			no_match	0		
HP:0045074	Thin eyebrow|Thin eyebrows			no_match	0		
HP:0045084	Limb myoclonus|Myoclonus of limbs			no_match	0		
HP:0100716	Self-injurious behavior|Autoagression|Self injury|Self-harm|Self-injurious behaviors|Self-injurious behaviours			no_match	0		
HP:0200136	Oral-pharyngeal dysphagia|Oral pharyngeal dysphagia|Oropharyngeal dysphagia			no_match	0		
HP:0000274	Small face|Facial hypoplasia|Hypoplasia of face|Microface|Microfacies|Short and narrow face|Small facies			no_match	0		
HP:0002126	Polymicrogyria|More grooves in brain			no_match	0		
HP:0002500	Abnormal cerebral white matter morphology|Abnormality of subcortical white matter|Abnormality of the cerebral white matter|Cerebral white matter abnormalities|Cortical white matter abnormalities seen on MRI|Leukoaraiosis|White matter abnormalities|White matter alterations			no_match	0		
HP:0003623	Neonatal onset|Onset in first weeks of life|Onset in neonatal period			no_match	0		
HP:0000194	Open mouth|Gaped jawed appearance|Gaped mouthed appearance|Open mouth appearance|Slack jawed appearance			no_match	0		
HP:0000207	Triangular mouth|Triangular shaped mouth|Triangular shaped oral aperture			no_match	0		
HP:0000218	High palate|Elevated palate|High arched palate|High, arched palate|High-arched palate|Increased palatal height|Ogival palate|Palate high-arched|Palate, high-arched			no_match	0		
HP:0000276	Long face|Elongation of face|Increased height of face|Increased length of face|Increased vertical dimension of face|Long facies|Vertical elongation of face|Vertical enlargement of face|Vertical excess of face|Vertical Facial Excess|Vertical hyperplasia of face|Vertical overgrowth of face			no_match	0		
HP:0000278	Retrognathia|Lower jaw retrognathia|Lower jaw retrusion|Mandibular retrognathia|Mandibular retrusion|Receding chin|Receding lower jaw|Receding mandible|Retrogenia|Retrognathia of lower jaw|Retrusion of lower jaw|Weak chin|Weak jaw			no_match	0		
HP:0000286	Epicanthus|Epicanthal fold|Epicanthal folds|Epicanthic folds|Eye folds|Palpebronasal fold|Plica palpebronasalis|Prominent eye folds			no_match	0		
HP:0000322	Short philtrum|Decreased height of philtrum|Decreased length of philtrum|Decreased vertical dimension of philtrum|Vertical hypoplasia of philtrum			no_match	0		
HP:0000347	Micrognathia|Decreased projection of lower jaw|Decreased projection of mandible|Decreased size of lower jaw|Decreased size of mandible|Deficiency of lower jaw|Hypoplasia of lower jaw|Hypoplasia of mandible|Hypoplastic mandible|Hypoplastic mandible condyle|Hypotrophic lower jaw|Hypotrophic mandible|Little lower jaw|Little mandible|Lower jaw deficiency|Lower jaw hypoplasia|Mandibular deficiency|Mandibular hypoplasia|Mandibular micrognathia|Micrognathia of lower jaw|Micromandible|Robin mandible|Severe hypoplasia of mandible|Small jaw|Small lower jaw|Small mandible|Underdevelopment of lower jaw|Underdevelopment of mandible			no_match	0		
HP:0000369	Low-set ears|Low set ears|Low-set pinnae|Lowset ears|Melotia			no_match	0		
HP:0000470	Short neck|Decreased length of neck			no_match	0		
HP:0000490	Deeply set eye|Deep set eye|Deep-set eyes|Enophthalmos|Ocular depression|Sunken eye|Sunken eyes			no_match	0		
HP:0000496	Abnormality of eye movement|Abnormal extraocular movement|Abnormal extraocular movements|Abnormal eye motility|Abnormal eye movement|Abnormal eye movements|Abnormal motility of the globe of the eye|Abnormal movement of the globe of the eye|Abnormal ocular movements|Eye movement abnormalities|Eye movement issue|Ocular movement abnormalities|Oculomotor abnormalities			no_match	0		
HP:0000520	Proptosis|Anterior bulging of the globe|Anterior bulging of the globe of eye|Bulging eye|Exophthalmos|Eyeballs bulging out|Ocular proptosis|Prominent eyes|Prominent globes|Protruding eyes|Protrusio bulbi			no_match	0		
HP:0000544	External ophthalmoplegia|Chronic progressive external ophthalmoplegia|CPEO|Ophthalmoplegia externa|Paralysis or weakness of muscles within or surrounding outer part of eye|Progressive paralysis or weakness of muscles of eye motility|Progressive paralysis or weakness of muscles of eye movement			no_match	0		
HP:0000602	Ophthalmoplegia|Eye muscle paralysis|Paralysis of extraocular eye movement			no_match	0		
HP:0000664	Synophrys|Monobrow|Synophris|Unibrow			no_match	0		
HP:0000678	Dental crowding|Crowded teeth|Dental overcrowding|Inadequate arch length for tooth size|Overcrowding of teeth|Tooth mass arch size discrepancy|Tooth size discrepancy			no_match	0		
HP:0000767	Pectus excavatum|Funnel chest			no_match	0		
HP:0000771	Gynecomastia|Enlarged male breast|Gynaecomastia			no_match	0		
HP:0000821	Hypothyroidism|Low T4|Underactive thyroid			no_match	0		
HP:0000883	Thin ribs|Slender ribs			no_match	0		
HP:0000939	Osteoporosis			no_match	0		
HP:0001319	Neonatal hypotonia|Congenital hypotonia|Hypotonia, in neonatal onset|Hypotonia, neonatal|Low muscle tone, in neonatal onset			no_match	0		
HP:0001371	Flexion contracture|Flexed joint that cannot be straightened|Flexion contractures|Flexion contractures of joints			no_match	0		
HP:0001376	Limitation of joint mobility|Decreased joint mobility|Decreased mobility of joints|Limited joint mobility|Limited joint motion			no_match	0		
HP:0001446	Abnormality of the musculature of the upper limbs|Abnormal upper limb muscles			no_match	0		
HP:0001488	Bilateral ptosis|Drooping of both upper eyelids			no_match	0		
HP:0001522	Death in infancy|Death in early childhood|Infantile death|Lethal in infancy			no_match	0		
HP:0001541	Ascites|Accumulation of fluid in the abdomen|Peritoneal effusion			no_match	0		
HP:0001561	Polyhydramnios|High levels of amniotic fluid|Hydramnios|Increased amniotic fluid index			no_match	0		
HP:0001608	Abnormality of the voice|Voice abnormality			no_match	0		
HP:0001611	Hypernasal speech|Hypernasal voice|Nasal speech|Nasal voice			no_match	0		
HP:0001612	Weak cry			no_match	0		
HP:0001623	Breech presentation|Breech presentation at birth|Feet or buttocks of fetus positioned near opening of uterus|Feet or buttocks of foetus positioned near opening of uterus			no_match	0		
HP:0001662	Bradycardia|Brachycardia|Slow heartbeats			no_match	0		
HP:0001771	Achilles tendon contracture|Achilles tendon contractures|Contractures of the Achilles tendon|Shortening of the achilles tendon|Tight achilles tendon			no_match	0		
HP:0001790	Nonimmune hydrops fetalis|Hydrops fetalis, non-immune|Hydrops fetalis, nonimmune|Non-immune fetal hydrops|Non-immune foetal hydrops|Nonimmune hydrops			no_match	0		
HP:0001883	Talipes|Talipes foot deformities			no_match	0		
HP:0002007	Frontal bossing|Frontal protuberance|Skull bossing			no_match	0		
HP:0002047	Malignant hyperthermia			no_match	0		
HP:0002089	Pulmonary hypoplasia|Hypoplastic lung|Hypoplastic lungs|Lung hypoplasia|Poorly developed lungs|Small lung|Underdeveloped lung			no_match	0		
HP:0002099	Asthma|Bronchial asthma|Reactive airway disease			no_match	0		
HP:0002153	Hyperkalemia|Increased circulating potassium concentration			no_match	0		
HP:0002194	Delayed gross motor development|Delayed attainment of gross motor milestones|Delayed attainment of gross motor skills|Delayed development of gross motor milestones|Delayed development of gross motor skills|Delayed gross motor milestones|Delayed gross motor skills|Delayed motor skills|Developmental delay, gross motor|Gross motor delay|Limited gross motor development|Limited gross motor skills			no_match	0		
HP:0002203	Respiratory paralysis			no_match	0		
HP:0002240	Hepatomegaly|Enlarged liver			no_match	0		
HP:0002329	Drowsiness|Abnormal drowsiness|Sleepiness|Sleepy|Somnolence	Somnolence	Somnolence	unique_auto_match	1	Somnolence	Somnolence
HP:0002343	Normal pressure hydrocephalus|Normal-pressure hydrocephalus			no_match	0		
HP:0002352	Leukoencephalopathy			no_match	0		
HP:0002359	Frequent falls			no_match	0		
HP:0002380	Fasciculations|Fasciculation|Muscle fasciculation|Muscle twitch			no_match	0		
HP:0002474	Expressive language delay|Communication delay|Deficit in expressive language			no_match	0		
HP:0002486	Myotonia|Delayed relaxation of muscle fibers after contraction|Delayed relaxation of muscle fibres after contraction			no_match	0		
HP:0002491	Spasticity of facial muscles|Increased stiffness of facial muscles|Increased tone of facial muscles|Spasticity of the facial muscles			no_match	0		
HP:0002515	Waddling gait|Waddling walk			no_match	0		
HP:0002607	Bowel incontinence|Anal incontinence|Faecal incontinence|Fecal incontinence|Loss of bowel control			no_match	0		
HP:0002792	Reduced vital capacity|Decreased vital capacity			no_match	0		
HP:0002875	Exertional dyspnea|Exertional breathlessness|Exertional dyspnoea|Shortness of breathing upon physical activity			no_match	0		
HP:0002878	Respiratory failure			no_match	0		
HP:0002902	Hyponatremia|Low blood sodium levels	Hyponatraemia	Hyponatraemia	override	1	Hyponatraemia	Hyponatraemia
HP:0002943	Thoracic scoliosis			no_match	0		
HP:0002987	Elbow flexion contracture|Elbow flexion contractures|Elbow flexion deformity|Fixed flexion at the elbow joint			no_match	0		
HP:0003044	Shoulder flexion contracture			no_match	0		
HP:0003100	Slender long bone|Gracile long bones|Long bones slender|Slender long bones|Slender, gracile long tubular bones|Thin gracile long bones|Thin long bones|Thin, gracile long bones			no_match	0		
HP:0003121	Limb joint contracture|Limb contractures			no_match	0		
HP:0003196	Short nose|Decreased length of nose|Hypoplastic nose|Nasal hypoplasia|Shortened nose|Small nose			no_match	0		
HP:0003198	Myopathy|Muscle tissue disease|Myopathic changes	Myopathy	Myopathy	override	1	Myopathy	Myopathy
HP:0003200	Ragged-red muscle fibers|Mitochondrial proliferation in muscle tissue|Ragged red muscle fibers|Ragged red muscle fibres|Ragged-red fibers|Ragged-red fibres|Ragged-red muscle fibres			no_match	0		
HP:0003202	Skeletal muscle atrophy|Amyotrophy|Amyotrophy involving the extremities|Muscle atrophy|Muscle atrophy, neurogenic|Muscle degeneration|Muscle hypotrophy|Muscle wasting|Muscular atrophy|Neurogenic muscle atrophy|Neurogenic muscle atrophy, especially in the lower limbs|Neurogenic muscular atrophy			no_match	0		
HP:0003273	Hip contracture|Flexion contracture of hips|Flexion contractures of hips|Hip contractures|Hip flexion contractures			no_match	0		
HP:0003306	Spinal rigidity|Reduced spine movement|Rigid spine			no_match	0		
HP:0003307	Hyperlordosis|Lordosis|Prominent swayback			no_match	0		
HP:0003324	Generalized muscle weakness|Generalised muscle weakness|Generalised weakness|Generalized weakness|Muscle weakness, diffuse|Muscle weakness, generalised|Muscle weakness, generalized			no_match	0		
HP:0003388	Easy fatigability|Tired easily			no_match	0		
HP:0003391	Gowers sign|Gower sign|Positive Gower sign|Positive Gowers sign			no_match	0		
HP:0003394	Muscle spasm|Muscle cramps|Muscle spasms|Nocturnal hand and foot cramps|Nocturnal leg cramp|Sleep-related dystonia	Myalgia	Myalgia	unique_auto_match	1	Myalgia	Myalgia
HP:0003402	Decreased miniature endplate potentials|Decreased MEPP|Small miniature endplate currents|Small miniature endplate potentials			no_match	0		
HP:0003403	EMG: decremental response of compound muscle action potential to repetitive nerve stimulation|EMG: decrement at repetitive stimulation|EMG: decremental response of CMAP to repetitive nerve stimulation			no_match	0		
HP:0003443	Decreased size of nerve terminals			no_match	0		
HP:0003457	EMG abnormality|Abnormal electromyography finding|Abnormal EMG|Electromyogram abnormal|EMG abnormalities			no_match	0		
HP:0003458	EMG: myopathic abnormalities|EMG: myopathic changes|EMG: myopathy|Myopathic electromyogram			no_match	0		
HP:0003470	Paralysis|Inability to move			no_match	0		
HP:0003473	Fatigable weakness|Fatigable weakness of limb muscles|Generalised muscle weakness due to defect at the neuromuscular junction|Generalized muscle weakness due to defect at the neuromuscular junction|Myasthenia|Myasthenic weakness|Proximal muscle weakness due to defect at the neuromuscular junction			no_match	0		
HP:0003484	Upper limb muscle weakness|Decreased arm strength|Weak arm			no_match	0		
HP:0003547	Shoulder girdle muscle weakness|Muscle weakness, shoulder-girdle|Shoulder girdle weakness|Shoulder weakness|Weak shoulder muscles			no_match	0		
HP:0003552	Muscle stiffness			no_match	0		
HP:0003557	Increased variability in muscle fiber diameter|Increased fiber size variation|Increased fibre size variation|Increased variability in muscle fiber size|Increased variability in muscle fibre diameter|Increased variability in muscle fibre size|Increased variation in fiber size|Increased variation in fibre size|Increased variation in muscle fiber size|Increased variation in muscle fibre size|Variation in muscle fiber size|Variation in muscle fibre size			no_match	0		
HP:0003690	Limb muscle weakness|Limb weakness			no_match	0		
HP:0003691	Scapular winging|Scapula alata|Scapular weakness|Winged scapulae|Winged scapulas|Winged shoulder blade			no_match	0		
HP:0003694	Late-onset proximal muscle weakness			no_match	0		
HP:0003700	Generalized amyotrophy|Diffuse amyotrophy|Diffuse muscle atrophy|Diffuse muscle wasting|Diffuse skeletal muscle wasting|Generalised amyotrophy|Generalised muscle atrophy|Generalised muscle degeneration|Generalized muscle atrophy|Generalized muscle degeneration|Muscle atrophy, diffuse|Muscle atrophy, generalised|Muscle atrophy, generalized|Muscular atrophy, generalised|Muscular atrophy, generalized			no_match	0		
HP:0003712	Skeletal muscle hypertrophy|Hypertrophic muscles|Increased skeletal muscle cells|Muscle hypertrophy|Muscular hypertrophy			no_match	0		
HP:0003720	Generalized muscle hypertrophy|Generalised increase in muscle cell size|Generalised muscle hypertrophy|Generalized increase in muscle cell size			no_match	0		
HP:0003722	Neck flexor weakness|Neck flexion weakness|Neck flexor muscle weakness			no_match	0		
HP:0003740	Myotonia with warm-up phenomenon			no_match	0		
HP:0003752	Episodic flaccid weakness			no_match	0		
HP:0003768	Periodic paralysis|Episodic paralysis			no_match	0		
HP:0003811	Neonatal death|Neonatal lethal			no_match	0		
HP:0003829	Typified by incomplete penetrance|Incomplete penetrance|Reduced penetrance			no_match	0		
HP:0004303	Abnormal muscle fiber morphology|Abnormal muscle fibre morphology|Abnormal skeletal muscle fiber morphology|Abnormal skeletal muscle fibre morphology|Abnormality of muscle fibers|Abnormality of muscle fibres			no_match	0		
HP:0004875	Neonatal inspiratory stridor			no_match	0		
HP:0005180	Tricuspid regurgitation|Tricuspid insufficiency|Tricuspid valve regurgitation			no_match	0		
HP:0005257	Thoracic hypoplasia|Small chest|Small thorax			no_match	0		
HP:0005348	Inspiratory stridor			no_match	0		
HP:0005659	Thoracic kyphoscoliosis			no_match	0		
HP:0005879	Congenital finger flexion contractures|Congenital finger contractures			no_match	0		
HP:0005949	Apneic episodes in infancy			no_match	0		
HP:0006670	Impaired myocardial contractility			no_match	0		
HP:0007215	Periodic hyperkalemic paralysis|Hyperkalemic periodic paralysis			no_match	0		
HP:0008153	Periodic hypokalemic paresis|Hypokalemic periodic paresis			no_match	0		
HP:0008180	Mildly elevated creatine kinase|Mildly elevated CPK|Mildly elevated creatine phosphokinase|Mildly elevated serum CK|Mildly elevated serum CPK|Mildly elevated serum phospho-CK|Mildly increased creatine kinase|Mildly increased serum creatine kinase|Moderately elevated serum CK|Moderately elevated serum CPK|Moderately increased serum creatine kinase			no_match	0		
HP:0008256	Adrenocortical adenoma|Adrenocortical adenomas			no_match	0		
HP:0008872	Feeding difficulties in infancy			no_match	0		
HP:0008967	Exercise-induced muscle stiffness|Muscle stiffness with exercise|Muscle stiffness, exercise-induced			no_match	0		
HP:0009004	Hypoplasia of the musculature|Muscle hypoplasia|Poorly developed skeletal musculature|Underdeveloped muscle|Underdeveloped muscles			no_match	0		
HP:0009005	Weakness of the intrinsic hand muscles|Intrinsic hand muscle weakness			no_match	0		
HP:0009020	Exercise-induced muscle fatigue			no_match	0		
HP:0009077	Weakness of long finger extensor muscles			no_match	0		
HP:0010307	Stridor|Noisy breathing			no_match	0		
HP:0010548	Percussion myotonia|Transient swelling of muscle induced by percussion			no_match	0		
HP:0010628	Facial palsy|Bell's palsy|Cranial nerve VII palsy|Facial muscle weakness of muscles innervated by CN VII|Facial nerve palsy|Facial nerve paralysis|Facial palsy, unilateral or bilateral|Seventh cranial nerve palsy|VII th cranial nerve palsy			no_match	0		
HP:0010804	Tented upper lip vermilion|Inverted V-shaped upper lip|Tented mouth|Tented upper lip			no_match	0		
HP:0011042	Abnormal circulating potassium concentration|Abnormal blood K concentration|Abnormal blood potassium concentration|Abnormality of potassium homeostasis			no_match	0		
HP:0011309	Tapered toe|Tapering toes			no_match	0		
HP:0011809	Paradoxical myotonia			no_match	0		
HP:0011923	Decreased activity of mitochondrial complex I|Respiratory complex I deficiency			no_match	0		
HP:0011998	Postprandial hyperglycemia			no_match	0		
HP:0012515	Hip flexor weakness			no_match	0		
HP:0012548	Fatty replacement of skeletal muscle|Skeletal muscle fatty infiltration			no_match	0		
HP:0012726	Episodic hypokalemia|Recurrent low potassium			no_match	0		
HP:0012764	Orthopnea			no_match	0		
HP:0012892	Facial muscle hypertrophy|Hyperplasia of facial muscles|Increased size of facial muscles|Large facial muscles			no_match	0		
HP:0012899	Handgrip myotonia|Grip myotonia			no_match	0		
HP:0012900	Myotonia of the face			no_match	0		
HP:0012901	Myotonia of the jaw			no_match	0		
HP:0012902	Myotonia of the lower limb			no_match	0		
HP:0012903	Myotonia of the upper limb			no_match	0		
HP:0012904	Cold-sensitive myotonia			no_match	0		
HP:0020045	Esodeviation|Convergent squint|Convergent strabismus			no_match	0		
HP:0025425	Laryngospasm			no_match	0		
HP:0025709	Intermediate young adult onset			no_match	0		
HP:0030196	Fatigable weakness of respiratory muscles			no_match	0		
HP:0030199	Fatigable weakness of neck muscles			no_match	0		
HP:0030208	Anti-neuromuscular Junction acetylcholine receptor antibody positivity|Acetylcholine receptor antibody positivity|Anti-AChR antibody positivity			no_match	0		
HP:0030319	Weakness of facial musculature|Decreased facial muscle strength|Decreased strength of facial muscles|Face weakness|Facial muscle weakness|Facial weakness|Myasthenia of facial muscles|Reduced facial muscle strength|Weakness of face			no_match	0		
HP:0030674	Antenatal onset|Intrauterine onset|Onset in utero|Prenatal onset			no_match	0		
HP:0030799	Scaphocephaly			no_match	0		
HP:0030842	Choking episodes			no_match	0		
HP:0031108	Triceps weakness			no_match	0		
HP:0031352	Chest tightness|Chest distress|Tightness in chest|Tightness of chest			no_match	0		
HP:0031372	Cold paresis			no_match	0		
HP:0031374	Ankle weakness			no_match	0		
HP:0033454	Tube feeding			no_match	0		
HP:0034197	Third trimester onset			no_match	0		
HP:0034198	Second trimester onset			no_match	0		
HP:0034671	Knee contracture|Contracture of knee|Contracture of the knees|Knee contractures			no_match	0		
HP:0100021	Cerebral palsy|Cerebral paralysis|CP			no_match	0		
HP:0100284	EMG: myotonic discharges			no_match	0		
HP:0100613	Death in early adulthood			no_match	0		
HP:0410011	Abnormality of masticatory muscle|Abnormality of muscles of mastication			no_match	0		
HP:6000833	Hyperkalemia while symptomatic|Hyperkalemia during attack			no_match	0		
HP:0000407	Sensorineural hearing impairment|Hearing loss, sensorineural|Sensorineural deafness|Sensorineural hearing loss			no_match	0		
HP:0000969	Edema|Dropsy|Fluid retention|Hydrops|Oedema|Soft tissue swelling|Water retention			no_match	0		
HP:0001627	Abnormal heart morphology|Abnormality of cardiac morphology|Abnormality of the heart|Abnormally shaped heart|Cardiac abnormality|Cardiac anomalies|Cardiac anomaly|Congenital heart defect|Congenital heart defects|Heart defect			no_match	0		
HP:0001657	Prolonged QT interval|Long Q-T syndrome|Long QT syndrome|Prolong qt interval on ekg			no_match	0		
HP:0001678	Atrioventricular block|Atrioventricular nodal disease|Interruption of electrical communication between upper and lower chambers of heart			no_match	0		
HP:0001699	Sudden death			no_match	0		
HP:0001712	Left ventricular hypertrophy|Heart left ventricle hypertrophy|Left ventricular wall hypertrophy			no_match	0		
HP:0001727	Thromboembolic stroke			no_match	0		
HP:0001789	Hydrops fetalis			no_match	0		
HP:0001907	Thromboembolism|Blood clot in blood vessel|Embolism and thrombosis|Thromboembolic disease|Thromboembolic events			no_match	0		
HP:0001962	Palpitations|Heart palpitations|Missed heart beat|Skipped heart beat			no_match	0		
HP:0002140	Ischemic stroke|Ischaemic stroke			no_match	0		
HP:0003546	Exercise intolerance|Decreased ability to exercise|Inability to exercise|Low exercise endurance|Poor exercise tolerance			no_match	0		
HP:0003560	Muscular dystrophy|Congenital muscular dystrophy|Muscle biopsy shows dystrophic changes			no_match	0		
HP:0004749	Atrial flutter			no_match	0		
HP:0004754	Permanent atrial fibrillation|Chronic atrial fibrillation			no_match	0		
HP:0004756	Ventricular tachycardia			no_match	0		
HP:0004757	Paroxysmal atrial fibrillation|Atrial fibrillation, paroxysmal|Intermittent atrial fibrillation|Paroxysmal AF			no_match	0		
HP:0005110	Atrial fibrillation|Quivering upper heart chambers resulting in irregular heartbeat			no_match	0		
HP:0005133	Right ventricular dilatation|Dilated heart right ventricle			no_match	0		
HP:0005155	Ventricular escape rhythm|Idioventricular escape rhythm			no_match	0		
HP:0005170	Complete heart block with broad QRS complexes			no_match	0		
HP:0005172	Left posterior fascicular block|Left posterior hemiblock			no_match	0		
HP:0006673	Reduced systolic function			no_match	0		
HP:0006682	Premature ventricular contraction|Extra heart beat|Missed heartbeat|Premature ventricular beat|Premature ventricular contractions|Skipped heartbeat|Ventricular ectopics|Ventricular extrasystoles|Ventricular premature beat			no_match	0		
HP:0006699	Premature atrial contractions|Atrial ectopic beats|Atrial premature complex|Ectopic supraventricular rhythms|PACs|Premature supraventricular beats			no_match	0		
HP:0011688	Supraventricular tachycardia with an accessory connection mediated pathway|Atrioventricular re-entry tachycardia|Supraventricular tachycardia with an accessory connexion mediated pathway			no_match	0		
HP:0011707	Mobitz I atrioventricular block|Mobitz type 1 atrioventricular block|Wenckebach block			no_match	0		
HP:0011710	Bundle branch block|Bundle-branch block			no_match	0		
HP:0011711	Left anterior fascicular block|Left anterior hemiblock			no_match	0		
HP:0011713	Left bundle branch block			no_match	0		
HP:0011841	Ventricular flutter			no_match	0		
HP:0012248	Prolonged PR interval|Electrocardiographic long PR interval|Lengthened PR interval on EKG			no_match	0		
HP:0012664	Reduced left ventricular ejection fraction|Reduced ejection fraction			no_match	0		
HP:0012722	Heart block			no_match	0		
HP:0025169	Left ventricular systolic dysfunction			no_match	0		
HP:0025478	Atrial standstill|Silent atrium			no_match	0		
HP:0030682	Left ventricular noncompaction			no_match	0		
HP:0030973	Postexertional symptom exacerbation|Exercise-induced malaise|Postexertional malaise			no_match	0		
HP:0031295	Left atrial enlargement|Enlarged heart left atrium			no_match	0		
HP:0031595	Abnormal P wave			no_match	0		
HP:0033122	Absent P wave|Absence of P wave on electrocardiography			no_match	0		
HP:0100578	Lipoatrophy|Atrophy of fat|Loss of fat tissue in localised area|Loss of fat tissue in localized area			no_match	0		
HP:0000253	Progressive microcephaly|Microcephaly, postnatal, progressive|Microcephaly, progressive|Progressively abnormally small cranium|Progressively abnormally small skull			no_match	0		
HP:0000609	Optic nerve hypoplasia|Double ring sign|Hypoplastic optic nerves|Underdeveloped optic nerves			no_match	0		
HP:0000640	Gaze-evoked nystagmus			no_match	0		
HP:0000646	Amblyopia|Lazy eye|Wandering eye|Wandering eyes			no_match	0		
HP:0000722	Compulsive behaviors|Obsessive compulsive behavior|Obsessive compulsive behaviour|Obsessive compulsive disorder|Obsessive-compulsive behavior|Obsessive-compulsive behaviour|Obsessive-compulsive disorder|OCD			no_match	0		
HP:0001310	Dysmetria|Abnormal finger chase test|Abnormal finger-nose-finger test|Lack of coordination of movement			no_match	0		
HP:0002066	Gait ataxia|Ataxia of gait|Ataxic gait|Inability to coordinate movements when walking			no_match	0		
HP:0002305	Athetosis|Athetoid movements|Involuntary writhing movements|Involuntary writhing movements in fingers, hands, toes, and feet			no_match	0		
